未入库生产订单数量（笔）,143,总未入库生产订单产量（M),257434.7,,分切常规未入库数量(M),242710.2
逾期生产订单（笔）,60,逾期生产产量（M),133600.2,,分切实验未入库数量(M),0
未关闭订单（笔）,138,异常订单未关闭,0,,内返未入库数量(M),7797.5
,,,,,售后未入库数量(M),6927
,,,,,合计未收货数量(M),257434.7
,,,,,,
,,,,,,
,,,,,,
月份,3,月份,3,,,
本月分切总订单数量（m）,772039,本月分切/内返总订单数量（M）,857569.3,,,
未正常交付占比,28.89%,未正常交付占比,27.07%,,,
除去备货未正常交付占比,17.47%,除去备货未正常交付占比,16.78%,,,
未除异常的分切交付率,71.11%,未除异常PPF交付率,72.93%,,,
除去异常准时交付率,99.18%,除去异常PPF准时交付率（分切+内返）,99.26%,,,
