订单,系统状态,物料,订单数量,已交货数量,销售订单,销售订单项目,基本开始日期,基本完成日期,物料描述,销售助理,备注,安排分切日期,实际完成日期,车间状态,逾期天数,未收货数量,是否关单,车间备注,异常原因,辅助列,涂布大卷,车间大卷库存,MES大卷库存,订单类型,大卷料号,白包小卷料号,白包小卷库存（M）,异常分切,线边库库存,交付天数,是否正常交付,未正常交付原因,未正常交付责任人,未正常交付责任部门,关单日期,月份,订单类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000003391,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2300002,810,870,,0,2026/3/28,2026/3/31,MIT93-7-150,,,暂无,2026/3/28,已完成,,0,关单,,,200000339122101,MIT93-7-150(大),18539,19141,备货订单,2200002,2300002,2595,,19336,0,是,,,0,2026/3/29,3,ZP02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000003392,TECO PCNF DLV  PRC  BCRQ GMPS MANC SETC,2300257,2700,2691,,0,2026/3/30,2026/3/31,NC90-7-150,,已勾选交货已完成,2026/3/31,2026/3/30,已完成,,0,关单,,,200000339222101,NTE90-7-150(大),24673,7046,备货订单,2210385,2300257,13320,,27699,0,是,,,0,2026/3/31,3,ZP02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000003397,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360261,360,360,,0,2026/4/5,2026/4/30,MATTE-S,,,暂无,2026/4/7,已完成,,0,关单,,,200000339722101,NW90-8-157U9-MS(大),,,品牌白包备货,2210341,2300123,4200,,0,2,是,,,0,2026/4/8,4,ZP02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000003398,REL  PCNF PRC  BCRQ GMPS MANC PDLV SETC,2300123,4995,4742,,0,2026/4/5,2026/4/30,MQS87-8-157-MS,,差43卷，没膜,2026/4/8,2026/4/7,异常,0,253,,差43卷，没膜,缺膜,200000339822101,NW90-8-157U9-MS(大),,,备货订单,2210341,2300123,4200,,0,2,是,,,0,,4,ZP02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100001051,结算   DLV  PRC  CSER BCRQ GMPS MANC SETC,2360134,810,810,,0,2026/4/6,2026/4/6,DA-200（白橙）,,2025/6/10检查完关单,未找到,2025/6/9,未找到,,0,关单,未找到,,,,,,品牌白包备货,,,,,0,-301,是,,,,2025/6/10,4,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100003767,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360580,180,180,,0,2026/5/29,2026/5/29,冰莓粉（宝马18m规格）,,2025/9/25检查完关单,未找到,2025/9/23,未找到,,0,关单,未找到,,210000376722101,冰莓粉LA-125-6(大),401,401,品牌白包备货,2200050,2300078,195,,401,-248,是,,,,2025/9/24,5,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006033,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360254,810,810,,0,2026/1/1,2026/1/29,TPU-HPM10,,,2026/1/3,2026/1/3,已完成,,0,关单,没膜,缺膜,210000603322101,MIT93-7-200(大),,,品牌白包备货,2200001,2300003,165,,1797,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006158,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100257,750,750,10019655,30,2026/1/1,2026/1/30,NC90-7-150,,销售要求纸箱到了一起做，套袋等客户寄,未找到,2025/12/31,未找到,,0,关单,未找到,,210000615822101,NTE90-7-150(大),24673,7046,销售订单,2210385,2300257,13320,,27699,-1,是,,,,2026/1/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006164,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360850,1620,1620,,0,2026/1/1,2026/1/29,BK90-7-143(oem),,改成1月份备货,2026/1/5,2026/1/5,已完成,,0,关单,1月份备货,,210000616422101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006180,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360261,810,810,,0,2026/1/1,2026/1/29,MATTE-S,,,暂无,2026/1/9,已完成,,0,关单,没膜,缺膜,210000618022101,NW90-8-157U9-MS(大),,,品牌白包备货,2210341,2300123,4200,,0,8,否,备货,无,无,2026/1/10,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006205,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360246,1620,1620,,0,2026/1/1,2026/1/29,TPU-EM5,,,2026/1/3,2026/1/3,已完成,,0,关单,没膜,缺膜,210000620522101,MQS87-7-150(大),276,276,品牌白包备货,2200008,2300010,8820,,2818,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006234,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360793,4050,4050,,0,2026/1/1,2026/1/29,WH90-9-150U3（旧标签）,,改成1月份备货,2026/1/3,2026/1/3,已完成,,0,关单,没膜,缺膜,210000623422101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006269,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC*,9110396,3750,3750,10019928,50,2026/1/2,2026/1/6,NW90-7-150U9,,撕保护膜，没有蓝色堵头,2026/1/2,2026/1/3,已完成,,0,关单,撕保护膜，没膜,缺膜,210000626922101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,1,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006270,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100009,3300,3300,10019928,10,2026/1/1,2026/1/30,MQS87-7-130,,要求初始黄度小于0.4，没有蓝色堵头，堵头12/25刚下单，堵头12/29到货,2026/1/2,2026/1/2,已完成,,0,关单,要求初始黄度小于0.4，没有蓝色堵头,缺辅材,210000627022101,MQS87-7-130(大),8204,8718,销售订单,2200007,2300009,1860,,8978,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006280,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360683,972,972,,0,2026/1/1,2026/1/29,AITO 优享系列 JKS-BA-02739,,缺膜,2026/1/2,2026/1/2,已完成,,0,关单,没膜,缺膜,210000628022101,MQS87-9-150(大),12216,13374,品牌白包备货,2200012,2300014,4515,,13666,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006284,结算   PCNF PRC  CSER BCRQ GMPS MANC PDLV*,9110396,4500,3510,10019990,10,2026/1/1,2026/1/29,NW90-7-150U9,,没纸箱，没膜，还差65卷，内返,2026/1/7,2026/1/8,关闭,,0,关单,还差65卷，没膜，没封口贴,缺膜,210000628422101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,7,否,缺膜,俞桢桢,计划,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006285,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360850,3240,3240,,0,2026/1/1,2026/1/29,BK90-7-143(oem),,改成1月份备货,2026/1/4,2026/1/4,已完成,,0,关单,1月份备货,,210000628522101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006286,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360393,1495,1500,,0,2026/1/1,2026/1/29,2025MX2新黑-MQS180,,,2026/1/2,2026/1/2,已完成,,0,关单,没膜,缺膜,210000628622101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006293,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360404,2355,2355,,0,2026/1/1,2026/1/29,KCD K-150S/NC90-9-150,,改成1月份备货,未找到,2025/12/31,未找到,,0,关单,未找到,,210000629322101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,-1,是,,,,2026/1/1,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006300,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300184,1620,1755,,0,2026/1/1,2026/1/30,MQS87-7-180,,改成1月份备货,2026/1/5,2026/1/5,已完成,,0,关单,0,,210000630022101,MQS87-7-180(大),26412,25821,备货订单,2200123,2300184,4290,,25821,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006310,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300184,810,846,,0,2026/1/1,2026/1/30,MQS87-7-180,,改成1月份备货,2026/1/5,2026/1/5,已完成,,0,关单,0,,210000631022101,MQS87-7-180(大),26412,25821,备货订单,2200123,2300184,4290,,25821,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006311,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300262,810,840,,0,2026/1/1,2026/1/30,BK90-7-143,,改成1月份备货,2026/1/4,2026/1/4,已完成,,0,关单,1月份备货,,210000631122101,BK90-7-143(大),,,备货订单,2200192,2300262,75,,0,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006312,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300227,7500,7852,,0,2026/1/1,2026/1/30,NC90-9-150,,改成1月份备货,2026/1/4,2026/1/4,已完成,,0,关单,,,210000631222101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006339,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100010,750,750,10020070,20,2026/1/11,2026/1/14,MQS87-7-150,,,未找到,2025/12/28,未找到,,0,关单,未找到,,210000633922101,MQS87-7-150(大),276,276,销售订单,2200008,2300010,8820,,2818,-14,是,,,,2025/12/29,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006340,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110396,1500,1500,10020070,10,2026/1/1,2026/1/29,NW90-7-150U9,,,2026/1/5,2026/1/5,已完成,,0,关单,没膜,缺膜,210000634022101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,4,否,缺膜,俞桢桢,计划,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006355,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360670,810,810,,0,2026/1/1,2026/1/30,US-L80-NC90-9-150 G,,,2026/1/3,2026/1/3,已完成,,0,关单,1月份备货,,210000635522101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006356,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360772,11475,11475,,0,2026/1/1,2026/1/30,MX2瑞卡威-NC90-9-150G,,,2026/1/8,2026/1/9,已完成,,0,关单,1月份备货,,210000635622101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,8,否,备货,无,无,2026/1/10,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006357,结算   CNF  PRC  CSER BCRQ GMPS MANC PDLV*,2360773,5900,5895,,0,2026/1/1,2026/1/30,MX2瑞卡威-NC90-9-175G,,缺膜，1/13刚到，品控检测3天,2026/1/15,2026/1/15,已完成,,0,关单,没膜,缺膜,210000635722101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,14,否,备货,无,无,2026/1/16,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006358,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2310256,4050,4398,,0,2026/1/1,2026/1/30,NW90-9-150U9,,,暂无,2026/1/10,已完成,,0,关单,1月份备货,,210000635822101,NW90-9-150U9(大),43937,41746,备货订单,2210166,2310256,195,,48953,9,否,备货,无,无,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006359,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300227,7500,7814,,0,2026/1/1,2026/1/31,NC90-9-150,,,2026/1/5,2026/1/5,已完成,,0,关单,1月份备货,,210000635922101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006360,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2300029,450,776,,0,2026/1/1,2026/1/31,MIT93-7-150-S,,,2026/1/4,2026/1/4,已完成,,0,关单,1月份备货,,210000636022101,MIT93-7-150-S(大),3200,4014,备货订单,2200022,2300029,735,,4397,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006366,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110564,1800,1800,10020120,10,2026/1/1,2026/1/31,NC90-7-210,,缺膜，预计1/7回,2026/1/8,2026/1/8,已完成,,0,关单,,,210000636622101,NTE90-7-210(大),297,588,销售订单,2210506,2310564,,,993,7,否,缺膜，定制型号,黄泽涵,TPU OEM渠道部,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006378,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360539,2250,2250,,0,2026/1/1,2026/1/31,SP70（白银）,,,2026/1/4,2026/1/4,已完成,,0,关单,,,210000637822101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,3,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006379,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360169,1500,1500,,0,2026/1/30,2026/1/30,PD-200（牛皮纸）,,,2026/1/3,2026/1/4,已完成,,0,关单,,,210000637922101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,-26,是,,,,2026/1/5,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006380,结算   PCNF DLV  PRC  BCRQ GMPS MANC SETC,2360579,180,144,,0,2026/1/10,2026/5/29,银灰（宝马18m规格）,,,暂无,2026/1/10,关闭,,0,关单,还差两卷，没膜,缺膜,210000638022101,银灰色(大),690,690,品牌白包备货,2200210,2300017,195,,690,0,是,,,,2026/1/11,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006384,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360863,2250,2250,,0,2026/1/1,2026/1/31,曼佐尼-L1,,批号找俞桢桢，没纸箱，交期销售自己联系,2026/1/5,2026/1/5,已完成,,0,关单,批号找俞桢桢，一月份异常，没纸箱,缺辅材,210000638422101,NTE90-7-150(大),24673,7046,品牌白包备货,2210385,2300257,13320,,27699,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006385,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360864,2250,2250,,0,2026/1/1,2026/1/31,曼佐尼-L2,,要求初始黄度小于0.4，没有蓝色堵头,2026/1/5,2026/1/5,已完成,,0,关单,批号找俞桢桢   还差94卷，没纸箱,缺辅材,210000638522101,NTE90-7-175(大),6350,7051,品牌白包备货,2210414,2300839,7650,,7775,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006386,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360674,3000,3000,,0,2026/1/1,2026/1/31,AITO 悦享系列 JKS-BA-02733,,差43卷，没膜,2026/1/8,2026/1/8,已完成,,0,关单,纸箱有损,缺辅材,210000638622101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,7,否,备货,无,无,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006387,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360682,3600,3600,,0,2026/1/1,2026/1/31,AITO 悦享系列 JKS-BA-02735,,未找到,2026/1/8,2026/1/8,已完成,,0,关单,纸箱有损,缺辅材,210000638722101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,7,否,备货,无,无,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006388,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360847,2145,2145,,0,2026/1/1,2026/1/31,WBQL-NC90-9-150-G,,还差55卷，没纸箱，交期销售自己联系,2026/1/5,2026/1/5,已完成,,0,关单,还差55卷，没纸箱,缺辅材,210000638822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006389,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100001,100,100,10020224,10,2026/1/1,2026/1/4,MIT98-7-150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000638922101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006390,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100001,1500,1500,10020225,20,2026/1/1,2026/1/4,MIT98-7-150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000639022101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006391,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100082,750,750,10020225,30,2026/1/2,2026/1/3,MIT93-7-180,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000639122101,MIT93-7-180(大),,,销售订单,2200052,2300082,,,0,0,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006392,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360850,3240,3240,,0,2026/1/1,2026/1/31,BK90-7-143(oem),,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000639222101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006393,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360760,810,810,,0,2026/1/1,2026/1/31,MQS彩包-MQS87-7-180,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000639322101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006396,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360393,4845,4845,,0,2026/1/1,2026/1/31,2025MX2新黑-MQS180,,,2026/1/5,2026/1/5,已完成,,0,关单,,,210000639622101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,4,否,备货,无,无,2026/1/6,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006397,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360623,1500,1500,,0,2026/1/1,2026/1/4,H65（牛皮纸）,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000639722101,NW90-9-130U9(大),19330,19869,品牌白包备货,2210240,2310323,6525,,20134,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006407,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100257,600,600,10020250,60,2026/1/1,2026/1/2,NC90-7-150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000640722101,NTE90-7-150(大),24673,7046,销售订单,2210385,2300257,13320,,27699,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006408,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100839,210,210,10020250,70,2026/1/1,2026/1/2,NC90-7-175,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000640822101,NTE90-7-175(大),6350,7051,销售订单,2210414,2300839,7650,,7775,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006410,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360460,1620,1620,,0,2026/1/1,2026/1/6,爱甲-F80,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000641022101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006411,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360462,3240,3240,,0,2026/1/1,2026/1/6,爱甲-F80U,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641122101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006412,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360463,975,975,,0,2026/1/1,2026/1/6,爱甲-F85U,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641222101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006413,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360661,2130,2130,,0,2026/1/1,2026/1/6,膜小宗M80U-NC150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641322101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006414,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360663,465,465,,0,2026/1/1,2026/1/6,lovefirst-L80U-NC150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641422101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006415,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360791,2145,2145,,0,2026/1/1,2026/1/6,优尼克U80U-NC150,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641522101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006416,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360792,810,810,,0,2026/1/1,2026/1/6,优尼克U85U-NC175,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000641622101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006417,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360855,810,810,,0,2026/1/1,2026/1/6,爱甲-F80P,,,2026/1/2,2026/1/2,已完成,,0,关单,,,210000641722101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/1/3,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006418,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360856,810,810,,0,2026/1/1,2026/1/6,爱甲-F85P,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000641822101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006419,结算   CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360870,450,450,,0,2026/1/1,2026/1/6,爱甲-L85S,,,2026/1/3,2026/1/3,已完成,,0,关单,,,210000641922101,NW90-7-175U9(大),,,品牌白包备货,2210242,2310348,1365,,14811,2,是,,,,2026/1/4,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100006420,结算   CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100227,750,750,10020216,10,2026/1/1,2026/1/4,NC90-9-150,,未找到,2026/1/8,2026/1/8,已完成,,0,关单,没质保卡,缺辅材,210000642022101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,7,否,缺辅材,史艳芳,TPU OEM渠道部,2026/1/9,1,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
