订单,系统状态,物料,订单数量,已交货数量,销售订单,销售订单项目,基本开始日期,基本完成日期,物料描述,销售助理,备注,安排分切日期,实际完成日期,车间状态,逾期天数,未收货数量,是否关单,车间备注,异常原因,辅助列,涂布大卷,车间大卷库存,MES大卷库存,订单类型,大卷料号,白包小卷料号,白包小卷库存（M）,异常分切,线边库库存,交付天数,是否正常交付,未正常交付原因,未正常交付责任人,未正常交付责任部门,关单日期,月份,订单类别,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007585,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100230,300,300,10022132,30,2026/3/1,2026/3/31,NW90-8-150-U3MC,,品质异常，预计3/3到，3/4分切，加急,2026/3/4,2026/3/4,已完成,,0,关单,没膜,缺膜,210000758522101,NW90-8-150-U3MC(大),11203,11109,销售订单,2200168,2300230,11085,,26541,3,是,,,,2026/3/5,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007587,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100230,450,450,10020525,50,2026/3/1,2026/3/31,NW90-8-150-U3MC,,品质异常，预计3/3到，3/4分切，预计3/10分切，生产异常，预计3/14回,2026/3/11,2026/3/11,已完成,,0,关单,没膜,缺膜,210000758722101,NW90-8-150-U3MC(大),11203,11109,销售订单,2200168,2300230,11085,,26541,10,否,缺膜，生产异常,生计,,2026/3/12,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007588,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100230,450,450,10021952,10,2026/3/1,2026/3/31,NW90-8-150-U3MC,,品质异常，预计3/3到，3/4分切，预计3/10分切，生产异常，预计3/14回,2026/3/11,2026/3/11,已完成,,0,关单,没膜,缺膜,210000758822101,NW90-8-150-U3MC(大),11203,11109,销售订单,2200168,2300230,11085,,26541,10,否,缺膜，生产异常,生计,,2026/3/12,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007589,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9110256,1944,1944,10022481,10,2026/2/9,2026/2/9,NW90-9-150U9,,,暂无,2026/2/24,已完成,,0,关单,,,210000758922101,NW90-9-150U9(大),43937,41746,销售订单,2210166,2310256,195,,48953,15,否,缺辅材,史艳芳,TPU OEM渠道部,2026/2/25,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007593,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2310527,1050,1230,,0,2026/2/10,2026/2/13,NC90-9-130,,,暂无,2026/2/24,已完成,,0,关单,,,210000759322101,NT90-9-130(大),,,备货订单,2210471,2310527,135,,0,14,否,备货,无,无,2026/2/25,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007594,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360693,810,810,,0,2026/2/24,2026/2/28,DA-300（白银）,,,暂无,2026/2/24,已完成,,0,关单,,,210000759422101,NW90-9-175U9(大),1436,1436,品牌白包备货,2210243,2310465,4020,,18051,0,是,,,,2026/2/25,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007595,TECO PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360559,1680,823.2,,0,2026/2/24,2026/2/28,XCGOB60-55,,,暂无,2026/2/10,已完成,,0,关单,A4纸备注年后内返 XP（已分切49卷）,,210000759522101,BK90-9-151-CT6(大),,,品牌白包备货,2210205,2310295,,,5080,-14,是,,,,2026/2/11,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007596,TECO PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360648,3360,1125.6,,0,2026/2/24,2026/2/28,XCSMB60-55,,,暂无,2026/2/10,已完成,,0,关单,A4纸备注年后内返 XP（已分切67卷）,,210000759622101,哑面BK90-9-151-Y6(大),,,品牌白包备货,2210174,2310266,5145,,0,-14,是,,,,2026/2/11,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007597,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360674,1500,1500,,0,2026/2/24,2026/2/28,AITO 悦享系列 JKS-BA-02733,,,暂无,2026/2/26,已完成,,0,关单,,,210000759722101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,2,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007598,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360682,1800,1800,,0,2026/2/24,2026/2/28,AITO 悦享系列 JKS-BA-02735,,,暂无,2026/2/26,已完成,,0,关单,,,210000759822101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,2,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007604,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2300233,2100,2251,,0,2026/2/24,2026/2/28,NC90-9-150-G,,,暂无,2026/3/1,已完成,,0,关单,,,210000760422101,NTE90-9-150(大),143100,125624,备货订单,2210386,2300227,13680,,144918,5,否,备货,无,无,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007605,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2300257,2100,2326,,0,2026/2/24,2026/2/28,NC90-7-150,,,暂无,2026/3/1,已完成,,0,关单,,,210000760522101,NTE90-7-150(大),24673,7046,备货订单,2210385,2300257,13320,,27699,5,否,备货,无,无,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007606,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360911,825,825,,0,2026/3/1,2026/3/31,NKD爱色丽-武士黑,,"3月份订单,膜3/9回",暂无,2026/3/14,已完成,,0,关单,11月份订单，没膜,缺膜,210000760622101,亲水武士黑JCT-BK18-D2(大),,,品牌白包备货,2210417,2310497,,,699,13,否,备货,无,无,2026/3/15,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007611,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360467,810,810,,0,2026/3/1,2026/3/30,2025MX2新黑-MQS157-M,,预计3/3到，3/4分切,2026/3/4,2026/3/4,已完成,,0,关单,没膜,缺膜,210000761122101,MQS87-8-157-M(大),2303,2303,品牌白包备货,2200254,2300207,2355,,21006,3,是,,,,2026/3/5,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007619,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360811,2430,2430,,0,2026/3/1,2026/3/31,NKD王者铠甲-E75+,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000761922101,NW90-7-150U9(大),22510,22515,品牌白包备货,2210241,2310396,225,,25354,-2,是,,,,2026/2/28,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007620,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360887,270,270,,0,2026/2/25,2026/2/28,睿选款-隐形车衣-大型车,,,暂无,2026/2/26,已完成,,0,关单,,,210000762022101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007621,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360915,33,33,,0,2026/3/1,2026/3/31,NKD爱色丽-超亮金属祖母石绿,,"3月份订单,膜3/9回",2026/3/11,2026/3/11,已完成,,0,关单,回货后分切，没膜,缺膜,210000762122101,亲水祖母石绿JCT-BK21-F1(大),,,品牌白包备货,2210269,2310355,,,0,10,否,备货,无,无,2026/3/12,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007622,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100227,1125,1125,10022576,10,2026/2/25,2026/2/28,NC90-9-150,,,暂无,2026/2/26,已完成,,0,关单,,,210000762222101,NTE90-9-150(大),143100,125624,销售订单,2210386,2300227,13680,,144918,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007623,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,450,450,10022576,20,2026/2/25,2026/2/28,NC90-9-175,,,暂无,2026/2/26,已完成,,0,关单,,,210000762322101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007624,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100001,1050,1050,10022560,10,2026/2/25,2026/2/28,MIT98-7-150,,,暂无,2026/2/26,已完成,,0,关单,,,210000762422101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007627,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360169,2265,2265,,0,2026/2/24,2026/2/24,PD-200（牛皮纸）,,,暂无,2026/3/1,已完成,,0,关单,,,210000762722101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,5,否,备货,无,无,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007628,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360629,1260,1260,,0,2026/3/1,2026/3/30,RH臻选75,,,暂无,2026/2/28,已完成,,0,关单,,,210000762822101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,-1,是,,,,2026/3/1,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007629,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360169,810,810,,0,2026/3/1,2026/3/30,PD-200（牛皮纸）,,,暂无,2026/2/28,已完成,,0,关单,,,210000762922101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,-1,是,,,,2026/3/1,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007630,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360296,450,450,,0,2026/2/27,2026/2/27,超亮黑SLH-32外贸,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000763022101,超亮黑SLH-32(大),5477,6533,品牌白包备货,2200024,2300031,1800,,7004,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007631,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360462,2430,2430,,0,2026/2/25,2026/2/28,爱甲-F80U,,,暂无,2026/2/28,已完成,,0,关单,,,210000763122101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,3,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007632,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360661,2430,2430,,0,2026/2/25,2026/2/27,膜小宗M80U-NC150,,,暂无,2026/2/28,已完成,,0,关单,,,210000763222101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,3,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007633,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2300010,1620,2296,,0,2026/2/25,2026/2/28,MQS87-7-150,,,暂无,2026/3/1,已完成,,0,关单,,,210000763322101,MQS87-7-150(大),276,276,备货订单,2200008,2300010,8820,,2818,4,否,备货,无,无,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007634,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360932,810,810,,0,2026/2/27,2026/2/27,隐形车衣纳科达(含工时),,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000763422101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007635,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360473,1320,1320,,0,2026/2/25,2026/2/28,咔斯膜-臻品K75-NC90-9-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000763522101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007636,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360474,300,300,,0,2026/2/25,2026/2/28,咔斯膜-臻品K85-NC90-9-175,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000763622101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,2,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007637,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360925,1470,1470,,0,2026/2/25,2026/2/28,途威隆 T10-NC90-9-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000763722101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,2,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007638,TECO PCNF PRC  BCRQ GMPS MANC PDLV SETC*,2360793,8100,6795,,0,2026/3/1,2026/3/31,WH90-9-150U3（旧标签）,,少切110卷，有110卷内返,暂无,2026/3/1,关闭,,0,关单,,,210000763822101,NW90-9-150U9(大),43937,41746,品牌白包备货,2210166,2310256,195,,48953,0,是,,,,2026/3/2,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007639,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360791,1620,1620,,0,2026/2/25,2026/2/28,优尼克U80U-NC150,,,暂无,2026/2/26,已完成,,0,关单,销售订单,,210000763922101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007640,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360792,450,450,,0,2026/2/25,2026/2/28,优尼克U85U-NC175,,,暂无,2026/2/26,已完成,,0,关单,销售订单,,210000764022101,NTE90-9-175(大),62636,22061,品牌白包备货,2210415,2300229,3195,,95752,1,是,,,,2026/2/27,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007642,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100002,600,600,10022625,10,2026/2/25,2026/2/28,MIT93-7-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000764222101,MIT93-7-150(大),18539,19141,销售订单,2200002,2300002,2595,,19336,2,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007643,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,2360114,750,750,,0,2026/2/27,2026/2/27,途铂-NC90-9-150,,,2026/2/27,2026/2/27,已完成,,0,关单,销售订单,,210000764322101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007644,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,1500,1500,10022630,40,2026/2/27,2026/2/28,NC90-9-175,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000764422101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007645,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100229,900,900,10022630,50,2026/3/2,2026/3/31,NC90-9-175,,没纸箱，预计3/3到,2026/3/5,2026/3/5,已完成,,0,关单,没纸箱,缺辅材,210000764522101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,3,是,,,,2026/3/6,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007649,TECO PCNF PRC  BCRQ GMPS MANC PDLV RESA*,2300027,1620,1259,,0,2026/2/25,2026/2/28,MIT93-7-150-W,,,2026/2/27,2026/3/1,关闭,,0,关单,,,210000764922101,MIT93-7-150-W(大),7127,6871,备货订单,2200023,2300027,645,,7858,4,否,备货,无,无,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007657,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100009,810,810,10022662,30,2026/3/1,2026/3/4,MQS87-7-130,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000765722101,MQS87-7-130(大),8204,8718,销售订单,2200007,2300009,1860,,8978,-2,是,,,,2026/2/28,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007658,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100010,810,810,10022662,40,2026/2/27,2026/2/28,MQS87-7-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000765822101,MQS87-7-150(大),276,276,销售订单,2200008,2300010,8820,,2818,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007660,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,810,810,10022662,50,2026/3/5,2026/3/5,NW90-7-150U9,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000766022101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,-6,是,,,,2026/2/28,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007661,TECO CNF  DLV  PRC  CSER BCRQ GMPS MANC*,9100010,15,15,10022661,10,2026/2/27,2026/2/28,MQS87-7-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000766122101,MQS87-7-150(大),276,276,销售订单,2200008,2300010,8820,,2818,0,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007662,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360601,2025,2025,,0,2026/2/25,2026/2/28,KICKS劲氯-K80,,,暂无,2026/2/28,已完成,,0,关单,,,210000766222101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,3,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007663,TECO PCNF PRC  BCRQ GMPS MANC PDLV SETC,9100229,2250,1605,10022631,40,2026/2/25,2026/2/28,NC90-9-175,,没纸箱，重新下单,2026/2/27,2026/2/27,关闭,,0,关单,没纸箱，还差43卷,缺辅材,210000766322101,NTE90-9-175(大),62636,22061,销售订单,2210415,2300229,3195,,95752,2,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007664,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100126,1620,1620,10022665,10,2026/3/1,2026/3/31,MIT98-7-170,,没膜,2026/3/10,2026/3/10,已完成,,0,关单,没膜,缺膜,210000766422101,MIT98-7-170(大),19422,19422,销售订单,2200091,2300126,210,,19422,9,否,缺膜,俞桢桢,计划,2026/3/11,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007666,TECO PCNF PRC  BCRQ GMPS MANC PDLV SETC,9100008,6000,4170,10022650,10,2026/2/25,2026/2/28,LAND90-7-130,,没管芯，重新下单,暂无,2026/3/1,关闭,,0,关单,没管芯,缺辅材,210000766622101,LAND90-7-130-KX(大),11006,10439,销售订单,2210426,2300008,2535,,11006,4,否,缺辅材,赵小影,TPU OEM渠道部,2026/3/2,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007668,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,3600,3600,10022676,10,2026/2/26,2026/2/26,NW90-7-150U9,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000766822101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,1,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007669,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9110396,900,900,10022677,10,2026/2/26,2026/2/26,NW90-7-150U9,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000766922101,NW90-7-150U9(大),22510,22515,销售订单,2210241,2310396,225,,25354,1,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007670,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300031,3240,3454,,0,2026/2/26,2026/2/28,超亮黑SLH-32,,,2026/2/27,2026/2/27,已完成,,0,关单,有销售订单，加急,,210000767022101,超亮黑SLH-32(大),5477,6533,备货订单,2200024,2300031,1800,,7004,1,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007671,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,9100001,225,225,10022665,20,2026/2/26,2026/2/28,MIT98-7-150,,,2026/2/27,2026/2/27,已完成,,0,关单,,,210000767122101,MIT98-7-150(大),28600,28600,销售订单,2200004,2300001,1965,,28600,1,是,,,,2026/2/28,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007672,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360850,3240,3240,,0,2026/3/1,2026/3/31,BK90-7-143(oem),,,暂无,2026/3/1,已完成,,0,关单,,,210000767222101,BK90-7-143(大),,,品牌白包备货,2200192,2300262,75,,0,0,是,,,,2026/3/2,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007673,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,2360257,810,810,,0,2026/3/1,2026/3/31,TPU-HP8,,没膜，黄度不合格,暂无,2026/3/2,已完成,,0,关单,没膜，黄度不合格,缺膜,210000767322101,MIT98-7-150(大),28600,28600,品牌白包备货,2200004,2300001,1965,,28600,1,是,,,,2026/3/3,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007687,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360880,2250,2250,,0,2026/2/26,2026/2/28,MQS黑色纸盒--MQS87-7-150,,,暂无,2026/2/28,已完成,,0,关单,,,210000768722101,MQS87-7-150(大),276,276,品牌白包备货,2200008,2300010,8820,,2818,2,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007688,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360881,2250,2250,,0,2026/2/26,2026/2/28,MQS黑色纸盒--MQS87-7-180,,,暂无,2026/2/28,已完成,,0,关单,,,210000768822101,MQS87-7-180(大),26412,25821,品牌白包备货,2200123,2300184,4290,,25821,2,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007689,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360674,1500,1500,,0,2026/2/26,2026/2/28,AITO 悦享系列 JKS-BA-02733,,,暂无,2026/2/28,已完成,,0,关单,,,210000768922101,NW90-7-157U9(大),,,品牌白包备货,2210245,2310347,285,,9965,2,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007691,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100184,1605,1605,10022711,20,2026/3/1,2026/3/4,MQS87-7-180,,,暂无,2026/2/28,已完成,,0,关单,,,210000769122101,MQS87-7-180(大),26412,25821,销售订单,2200123,2300184,4290,,25821,-1,是,,,,2026/3/1,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007692,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC,9100257,1260,1260,10022711,10,2026/3/1,2026/3/4,NC90-7-150,,,暂无,2026/2/28,已完成,,0,关单,,,210000769222101,NTE90-7-150(大),24673,7046,销售订单,2210385,2300257,13320,,27699,-1,是,,,,2026/3/1,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007695,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2300250,810,863,,0,2026/2/27,2026/2/28,NC90-9-210,,,暂无,2026/2/28,已完成,,0,关单,2/28一早分切，下午发货,,210000769522101,NT90-9-210(大),,403,备货订单,2210180,2300250,810,,643,1,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007698,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,9100126,105,105,10022665,10,2026/3/1,2026/3/31,MIT98-7-170,,没膜,2026/3/10,2026/3/10,已完成,,0,关单,没膜,缺膜,210000769822101,MIT98-7-170(大),19422,19422,销售订单,2200091,2300126,210,,19422,9,否,缺膜,俞桢桢,计划,2026/3/11,3,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100007699,TECO CNF  DLV  PRC  BCRQ GMPS MANC SETC*,2360791,810,810,,0,2026/2/27,2026/2/28,优尼克U80U-NC150,,,暂无,2026/2/28,已完成,,0,关单,,,210000769922101,NTE90-9-150(大),143100,125624,品牌白包备货,2210386,2300227,13680,,144918,1,是,,,,2026/3/1,2,ZP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
